V1,V2
5,6.249577845
5.050251256,5.709219858
5.140703518,7.803107058
5.291457286,5.945626478
5.301507538,7.364066194
5.331658291,6.114488349
5.422110553,5.574130361
5.492462312,6.249577845
5.532663317,5.506585613
5.834170854,5.979398852
5.944723618,6.080715974
6.43718593,6.722391084
6.487437186,6.823708207
6.497487437,9.457953394
6.51758794,7.0938872
6.778894472,8.411009794
6.889447236,9.390408646
6.949748744,6.925025329
7.020100503,7.668017562
7.060301508,6.350894968
7.130653266,6.68861871
7.140703518,8.343465046
7.251256281,6.249577845
7.341708543,5.945626478
7.412060302,6.485984465
7.462311558,5.303951368
7.542713568,9.322863897
7.572864322,5.337723742
7.613065327,6.384667342
7.954773869,7.701789936
8.005025126,6.621073961
8.035175879,13.3755488
8.085427136,9.559270517
8.185929648,11.4167511
8.296482412,8.917595407
8.35678392,6.553529213
8.396984925,6.857480581
8.417085427,5.64167511
8.43718593,6.654846336
8.467336683,8.78250591
8.487437186,9.052684904
8.557788945,12.93650794
8.608040201,5
8.718592965,6.756163458
8.75879397,5.337723742
8.809045226,6.553529213
8.819095477,13.17291456
8.849246231,10.91016548
8.949748744,6.654846336
8.989949749,5.540357987
9.020100503,8.613644039
9.32160804,11.01148261
9.341708543,7.364066194
9.381909548,9.187774401
9.422110553,6.891252955
9.472361809,12.53123945
9.502512563,5.101317123
9.603015075,7.465383316
9.653266332,6.756163458
9.653266332,6.756163458
9.72361809,7.465383316
9.743718593,9.998311381
9.753768844,6.621073961
9.874371859,9.964539007
9.924623116,5.979398852
9.934673367,9.356636272
9.944723618,6.0469436
9.964824121,6.0469436
10.00502513,8.275920297
10.08542714,26.17527862
10.13567839,14.21985816
10.13567839,9.998311381
10.1758794,12.09219858
10.27638191,10.84262074
10.33668342,7.431610942
10.39698492,7.026342452
10.42713568,13.2404593
10.44723618,12.73387369
10.64824121,5.945626478
10.66834171,13.67950017
10.68844221,14.11854103
10.80904523,6.148260723
10.81909548,5.202634245
10.82914573,6.452212091
10.91959799,11.58561297
10.95979899,12.76764607
11.07035176,8.107058426
11.07035176,7.026342452
11.15075377,15.97602161
11.21105528,12.70010132
11.22110553,11.99088146
11.27135678,7.161431949
11.32160804,9.998311381
11.32160804,7.127659574
11.34170854,6.452212091
11.36180905,12.1935157
11.42211055,15.36811888
11.62311558,17.32691658
11.64321608,7.803107058
11.88442211,15.03039514
12.06532663,7.73556231
12.06532663,7.73556231
12.09547739,9.491725768
12.27638191,13.3755488
12.36683417,8.816278284
12.39698492,16.00979399
12.40703518,16.95542047
12.64824121,8.951367781
12.87939698,14.38872003
12.87939698,14.38872003
12.91959799,7.026342452
13.08040201,20.33265789
13.24120603,9.187774401
13.34170854,6.080715974
13.4321608,8.107058426
13.47236181,9.82944951
13.51256281,15.53698075
13.53266332,9.863221884
13.54271357,6.857480581
13.54271357,15.3343465
13.70351759,11.18034448
13.8040201,6.519756839
13.83417085,5.810536981
13.94472362,18.91421817
14.05527638,5.810536981
14.15577889,11.24788923
14.2160804,5.979398852
14.27638191,8.985140155
14.29648241,15.80715974
14.30653266,18.34008781
14.31658291,8.174603175
14.34673367,25.53360351
14.34673367,25.53360351
14.42713568,7.364066194
14.45728643,5.574130361
14.48743719,20.90678825
14.48743719,20.90678825
14.51758794,10.77507599
14.53768844,5.439040865
14.53768844,19.55589328
14.5879397,17.12428234
14.72864322,7.431610942
14.78894472,7.296521445
14.79899497,8.37723742
14.80904523,20.60283688
14.83919598,10.94393786
14.92964824,9.863221884
14.94974874,20.36643026
15.09045226,21.54846336
15.10050251,22.29145559
15.18090452,19.21816954
15.36180905,9.795677136
15.3919598,18.17122594
15.67336683,22.9331307
15.71356784,7.938196555
15.86432161,54.71293482
15.88442211,20.87301587
15.96482412,9.998311381
15.98492462,20.974333
15.98492462,9.896994259
16.01507538,7.228976697
16.02512563,10.94393786
16.02512563,23.9800743
16.1758794,24.25025329
16.1959799,21.7510976
16.1959799,8.107058426
16.2361809,24.1151638
16.25628141,13.84836204
16.27638191,6.148260723
16.30653266,13.54441067
16.31658291,21.10942249
16.39698492,22.73049645
16.43718593,11.38297872
16.43718593,6.519756839
16.50753769,21.85241472
16.52763819,21.61600811
16.55778894,5.810536981
16.55778894,18.30631543
16.74874372,5.607902736
16.89949749,14.01722391
16.92964824,6.28335022
16.94974874,6.587301587
17.10050251,9.593042891
17.12060302,10.84262074
17.14070352,62.9871665
17.14070352,10.3698075
17.24120603,5.270178994
17.27135678,10.74130361
17.32160804,5.810536981
17.3919598,12.83519081
17.42211055,27.83012496
17.74371859,15.03039514
17.84422111,6.418439716
17.93467337,27.08713273
18.01507538,13.30800405
18.07537688,11.48429585
18.08542714,13.91590679
18.08542714,9.998311381
18.11557789,7.465383316
18.30653266,21.51469098
18.31658291,8.748733536
18.31658291,14.4224924
18.32663317,24.95947315
18.34673367,26.85072611
18.41708543,9.593042891
18.44723618,6.114488349
18.59798995,5.40526849
18.6281407,32.4907126
18.64824121,30.97095576
19.04020101,6.958797703
19.08040201,7.600472813
19.21105528,23.00067545
19.27135678,39.44782168
19.27135678,39.44782168
19.30150754,26.54677474
19.31155779,25.80378251
19.32160804,27.96521445
19.32160804,27.96521445
19.4321608,20.09625127
19.46231156,11.38297872
19.70351759,6.587301587
19.84422111,26.27659574
19.85427136,6.485984465
19.86432161,31.07227288
19.95477387,18.54272205
20.03517588,5.945626478
20.04522613,12.12597096
20.08542714,9.187774401
20.09547739,6.080715974
20.1959799,21.64978048
20.1959799,9.255319149
20.22613065,30.56568727
20.31658291,15.63829787
20.31658291,35.4964539
20.38693467,6.756163458
20.39698492,10.3698075
20.42713568,14.79398852
20.43718593,31.10604525
20.44723618,7.870651807
20.45728643,15.13171226
20.49748744,6.587301587
20.52763819,10.97771023
20.5879397,29.85646741
20.63819095,25.26342452
20.76884422,40.66362715
20.95979899,29.65383316
20.95979899,29.65383316
21.05025126,10.60621412
21.09045226,30.73454914
21.17085427,8.883823033
21.22110553,7.600472813
21.35175879,5.945626478
21.4120603,10.94393786
21.56281407,15.63829787
21.58291457,6.418439716
21.58291457,7.195204323
21.60301508,10.16717325
21.64321608,26.95204323
21.79396985,18.44140493
21.8241206,14.32117528
21.92462312,36.50962513
21.93467337,11.38297872
22.16582915,11.18034448
22.20603015,27.96521445
22.24623116,6.654846336
22.28643216,36.00303951
22.31658291,5.675447484
22.43718593,15.09793989
22.59798995,7.060114826
22.68844221,8.78250591
22.68844221,33.36879433
22.68844221,33.36879433
22.84924623,9.052684904
22.92964824,22.32522796
23.04020101,8.512326917
23.06030151,8.647416413
23.07035176,32.82843634
23.16080402,45.32421479
23.18090452,9.761904762
23.18090452,16.27997298
23.21105528,11.72070247
23.23115578,11.88956434
23.23115578,11.88956434
23.28140704,17.90104694
23.34170854,9.390408646
23.36180905,11.75447484
23.3919598,13.88213441
23.50251256,7.397838568
23.62311558,46.64133739
23.66331658,6.350894968
23.68341709,15.53698075
23.69346734,25.09456265
23.71356784,10.84262074
23.72361809,6.215805471
23.7638191,6.891252955
23.81407035,5.303951368
23.84422111,21.00810537
23.89447236,51.53833164
24.01507538,36.23944613
24.13567839,16.34751773
24.26633166,6.621073961
24.44723618,37.4552516
24.45728643,7.938196555
24.6281407,30.49814252
24.79899497,10.74130361
24.79899497,31.07227288
24.80904523,7.465383316
24.98994975,5.945626478
25.04020101,23.03444782
25.28140704,9.998311381
25.60301508,7.026342452
25.93467337,7.634245187
25.94472362,8.444782168
26.14572864,14.2874029
26.1959799,8.850050659
26.34673367,9.896994259
26.35678392,44.51367781
26.37688442,24.28402567
26.40703518,58.90070922
26.43718593,11.72070247
26.44723618,9.930766633
26.63819095,6.114488349
26.66834171,8.174603175
26.71859296,6.317122594
26.71859296,28.26916582
26.73869347,8.78250591
26.79899497,43.43296184
26.84924623,13.91590679
26.84924623,8.816278284
26.9798995,16.07733874
27.01005025,35.46268153
27.0201005,6.621073961
27.11055276,56.46909828
27.15075377,20.80547112
27.21105528,21.98750422
27.25125628,18.77912867
27.26130653,10.26849037
27.28140704,43.36541709
27.28140704,43.36541709
27.29145729,8.174603175
27.38190955,10.57244174
27.3919598,12.63255657
27.3919598,6.68861871
27.70351759,7.127659574
27.74371859,15.19925701
27.7638191,30.22796353
27.92462312,12.59878419
27.92462312,12.59878419
27.97487437,39.71800068
28.01507538,15.77338737
28.11557789,18.94799054
28.2361809,7.634245187
28.38693467,27.22222222
28.38693467,27.22222222
28.45728643,8.816278284
28.51758794,11.18034448
28.87939698,8.208375549
28.87939698,22.76426883
28.88944724,6.722391084
28.91959799,23.40594394
28.94974874,6.452212091
29.11055276,37.86052009
29.21105528,48.56636272
29.24120603,24.92570078
29.25125628,16.00979399
29.4120603,12.02465383
29.45226131,40.83248902
29.51256281,17.52955083
29.57286432,8.242147923
29.60301508,10.3698075
29.8040201,24.08139142
29.87437186,8.411009794
29.95477387,26.9858156
30.05527638,46.2360689
30.13567839,49.34312732
30.33668342,10.97771023
30.44723618,10.40357987
30.53768844,14.65889902
30.59798995,63.59506923
30.59798995,20.94056062
30.83919598,14.4224924
30.93969849,11.04525498
30.94974874,8.681188788
30.96984925,5.979398852
31.05025126,20.77169875
31.09045226,8.748733536
31.19095477,36.47585275
31.22110553,33.43633907
31.45226131,52.34886863
31.58291457,9.154002026
31.61306533,17.76595745
31.67336683,8.343465046
31.79396985,8.005741304
31.88442211,7.195204323
32.04522613,18.40763256
32.12562814,8.883823033
32.1758794,7.634245187
32.20603015,8.917595407
32.25628141,29.72137791
32.30653266,14.18608578
32.40703518,16.5163796
32.61809045,8.107058426
32.70854271,10.77507599
32.80904523,11.95710908
32.93969849,36.00303951
32.98994975,7.566700439
32.98994975,7.566700439
33.16080402,18.54272205
33.16080402,35.46268153
33.31155779,9.82944951
33.4321608,31.13981763
33.48241206,15.84093212
33.8241206,36.81357649
33.96482412,9.896994259
34.16582915,19.96116177
34.1758794,7.228976697
34.28643216,6.857480581
34.30653266,7.701789936
34.30653266,16.55015198
34.46733668,10.30226275
34.47738693,7.499155691
34.64824121,29.24856467
34.73869347,16.14488349
34.87939698,13.34177643
34.91959799,8.613644039
34.92964824,52.99054374
35.01005025,9.694360014
35.18090452,18.23877069
35.20100503,16.95542047
35.21105528,8.478554542
35.22110553,55.28706518
35.22110553,55.28706518
35.33165829,17.05673759
35.34170854,30.73454914
35.46231156,11.48429585
35.55276382,12.02465383
35.61306533,23.43971631
35.70351759,10.97771023
35.86432161,18.50894968
35.86432161,52.34886863
35.90452261,19.31948666
36.12562814,10.87639311
36.22613065,31.88280986
36.28643216,8.579871665
36.31658291,7.566700439
36.39698492,25.36474164
36.6281407,30.83586626
36.92964824,9.221546775
36.95979899,8.883823033
37.05025126,12.29483283
37.05025126,9.154002026
37.19095477,13.03782506
37.20100503,58.73184735
37.20100503,17.8335022
37.23115578,19.99493414
37.77386935,16.34751773
38.1758794,9.086457278
38.38693467,8.107058426
38.38693467,8.107058426
38.41708543,32.55825735
38.43718593,10.70753124
38.5879397,22.73049645
38.70854271,8.985140155
38.87939698,8.985140155
38.90954774,58.22526174
38.93969849,9.660587639
39.21105528,10.60621412
39.4321608,6.418439716
39.64321608,7.195204323
39.72361809,15.3343465
39.77386935,9.42418102
39.77386935,11.1465721
39.8040201,15.13171226
39.84422111,7.195204323
39.85427136,9.491725768
40.00502513,15.94224924
40.01507538,11.2816616
40.18592965,8.546099291
40.49748744,60.35292131
40.50753769,12.39614995
40.61809045,61.9402229
40.66834171,11.38297872
40.90954774,7.33029382
40.93969849,11.99088146
40.96984925,7.870651807
41,32.25430598
41,32.25430598
41.04020101,32.59202972
41.04020101,32.59202972
41.05025126,39.17764269
41.07035176,9.728132388
41.16080402,9.593042891
41.48241206,26.81695373
41.53266332,9.863221884
41.83417085,31.27490713
41.92462312,9.289091523
42.13567839,14.92907801
42.26633166,20.43397501
42.41708543,14.38872003
42.54773869,70.68726781
43,18.03613644
43.01005025,38.36710571
43.19095477,8.309692671
43.28140704,8.917595407
43.50251256,8.512326917
43.52261307,10.03208376
43.68341709,12.42992232
43.79396985,16.5163796
43.86432161,13.78081729
43.90452261,14.2874029
43.95477387,13.10536981
44.11557789,8.917595407
44.2160804,17.96859169
44.2160804,10.67375887
44.5678392,10.97771023
44.96984925,41.67679838
44.96984925,42.01452212
44.9798995,7.499155691
44.98994975,7.0938872
45.07035176,8.647416413
45.07035176,15.77338737
45.16080402,12.36237758
45.4321608,18.37386018
45.63316583,38.5021952
45.70351759,19.21816954
45.79396985,18.8804458
45.99497487,42.9601486
46.00502513,6.28335022
46.02512563,13.20668693
46.02512563,32.28807835
46.1959799,17.02296521
46.22613065,13.64572779
46.34673367,10.06585613
46.61809045,14.21985816
46.74874372,8.647416413
46.94974874,6.925025329
47.3718593,26.24282337
47.3718593,26.24282337
47.53266332,7.938196555
47.53266332,7.938196555
47.54271357,9.728132388
47.59296482,17.76595745
47.68341709,20.09625127
47.89447236,43.29787234
48.03517588,10.67375887
48.45728643,16.68524147
48.48743719,7.836879433
48.57788945,13.44309355
48.90954774,7.600472813
49.12060302,9.964539007
49.17085427,9.491725768
49.25125628,21.24451199
49.4120603,12.3286052
49.45226131,26.41168524
49.83417085,81.22424856
49.88442211,20.02870652
50.06532663,10.80884836
50.15577889,17.73218507
50.15577889,39.31273219
50.89949749,12.83519081
51.28140704,9.896994259
51.34170854,38.7723742
51.62311558,44.54745019
51.62311558,18.84667342
51.67336683,17.73218507
51.77386935,13.5106383
51.96482412,19.31948666
52.05527638,13.67950017
52.1959799,36.17190138
52.49748744,12.86896319
52.70854271,20.90678825
52.85929648,7.668017562
53.11055276,18.30631543
53.11055276,46.47247552
53.14070352,38.53596758
53.15075377,11.07902736
53.27135678,51.4707869
53.28140704,29.38365417
53.50251256,10.234718
53.62311558,9.289091523
53.73366834,22.19013847
53.85427136,18.98176292
53.97487437,8.681188788
54.03517588,23.40594394
54.30653266,17.29314421
54.32663317,15.90847687
54.53768844,20.63660925
54.85929648,31.51131375
55.07035176,19.62343803
55.52261307,44.34481594
55.59296482,19.7922999
55.89447236,10.74130361
56.08542714,28.80952381
56.1758794,25.36474164
57.04020101,8.546099291
57.24120603,18.27254306
57.61306533,9.120229652
57.81407035,15.6045255
57.81407035,10.53866937
58.1758794,20.80547112
58.18592965,24.18270854
58.2160804,26.24282337
58.32663317,7.262749071
58.40703518,14.86153327
58.59798995,41.17021277
59.21105528,8.309692671
59.24120603,26.14150625
59.56281407,13.61195542
59.58291457,17.52955083
59.63316583,37.18507261
59.72361809,97.50253293
59.91457286,16.61769672
60.00502513,18.98176292
60.03517588,18.10368119
60.72864322,48.26241135
60.76884422,22.86558595
60.80904523,9.660587639
61.11055276,41.20398514
61.18090452,32.05167173
61.18090452,32.05167173
61.20100503,21.37960149
61.23115578,20.29888551
61.29145729,21.41337386
61.51256281,25.73623776
61.59296482,22.12259372
61.68341709,59.00202634
61.83417085,9.187774401
62.08542714,11.82201959
62.43718593,7.195204323
62.45728643,7.364066194
62.89949749,55.69233367
62.89949749,55.69233367
63,15.63829787
63.22110553,40.93380615
63.54271357,45.35798717
63.58291457,11.18034448
63.90452261,12.66632894
64.07537688,29.75515029
64.16582915,12.73387369
64.28643216,12.56501182
64.42713568,29.18101993
64.47738693,27.08713273
64.51758794,7.532928065
64.71859296,14.38872003
64.73869347,10.53866937
64.75879397,15.36811888
65.16080402,13.2404593
65.31155779,12.97028031
65.4321608,30.86963864
65.53266332,25.80378251
65.67336683,23.9800743
65.79396985,28.60688956
66.26633166,8.78250591
66.32663317,32.79466396
66.35678392,16.98919284
66.52763819,14.72644377
66.61809045,66.80344478
66.91959799,69.50523472
67.09045226,24.68929416
67.17085427,9.42418102
67.19095477,24.8919284
67.22110553,32.62580209
67.42211055,8.681188788
67.64321608,16.00979399
67.64321608,16.00979399
67.79396985,32.28807835
67.83417085,25.43228639
67.86432161,8.039513678
67.95477387,29.2147923
68.04522613,31.443769
68.14572864,25.70246538
68.15577889,18.8804458
68.26633166,40.52853766
68.46733668,24.68929416
68.84924623,9.559270517
68.84924623,9.559270517
68.89949749,30.05910165
68.91959799,19.18439716
68.95979899,17.15805471
69.44221106,33.43633907
69.65326633,26.44545762
69.79396985,17.5633232
